wavelength,holo_absorbance,apo_absorbance
367,0.3328889924843792,0.08341853310551563
368,0.33703310443995027,0.08246493123172637
369,0.3419805516597966,0.08143586879015846
370,0.34785059248374595,0.08035286322476826
371,0.35468436378178897,0.07923864778373096
372,0.3624132676552762,0.07811595571522174
373,0.37096047927950176,0.0770075202674158
374,0.38024917382975976,0.07593607468848829
375,0.39020252648134435,0.0749243522266144
376,0.40074371240954965,0.07399508612996936
377,0.41179620885924884,0.07317100964672828
378,0.4232896449822344,0.0724748560250664
379,0.43515938979018326,0.07192852871758272
380,0.4473410318307607,0.07153601876391143
381,0.459770159651632,0.07128403313455682
382,0.47238236180046234,0.07115857472344901
383,0.48511334818727,0.07114564642451812
384,0.4981479383806907,0.07123125113169423
385,0.5124436763894896,0.07140139173890749
386,0.5291074892945475,0.07164207114008796
387,0.549246158201046,0.07193929222916576
388,0.5731460293769991,0.0722790689251309
389,0.5983470687376914,0.07264869240951392
390,0.6218152395045297,0.07303790453552614
391,0.640639451459507,0.07343672458589831
392,0.65580115651907,0.07383517184336119
393,0.6728778131188263,0.0742232655906455
394,0.6977117374193783,0.07459102511048205
395,0.7358298414497718,0.07492846968560152
396,0.7812339337670015,0.07522561859873471
397,0.8138440508506165,0.0754724911326123
398,0.8314492686554813,0.07565910656996515
399,0.8564079836861045,0.07577575437245057
400,0.912628894782829,0.07582423118134553
401,0.9932178241960042,0.07582189009838285
402,1.038021031748129,0.07578718740905008
403,1.0640814059304875,0.07573857939883492
404,1.1098139442076238,0.07569452235322491
405,1.1651764343088746,0.07567347255770772
406,1.1997939021509103,0.07569388629777096
407,1.215090535350836,0.0757738569296812
408,1.2210944823481182,0.07590970205644351
409,1.236680413494355,0.07606398686350756
410,1.2631830238837065,0.07619637310255481
411,1.272537288664378,0.07626652252526672
412,1.2340290503131717,0.07623409688332475
413,1.1307132445034196,0.07605875792841035
414,1.056492188127228,0.0757001742330051
415,1.0098190581053081,0.07513130896149771
416,0.9521534521832489,0.07436616944260803
417,0.8872676111656485,0.07342665893371969
418,0.8148424827629079,0.07233468069221619
419,0.7314789544348929,0.07111213797548115
420,0.6512491288755006,0.06978093404089812
421,0.6017214834482606,0.06836297214585067
422,0.5604281329593048,0.06688015554772236
423,0.5049179231539542,0.06535438750389677
424,0.4537672140196244,0.06380561907712455
425,0.41901521664947444,0.0622405906589755
426,0.3934075771161822,0.06066056647180792
427,0.3685426184266639,0.059066793126936565
428,0.3395811244999604,0.05746051723567622
429,0.3095324649457461,0.05584298540934165
430,0.28240553897260573,0.05421544425924763
431,0.2602209204780113,0.052579140396708926
432,0.24232257789836303,0.05093532043304031
433,0.227865851008393,0.04928746022153077
434,0.21600607958283324,0.04764876309552465
435,0.20589860339641608,0.04603508497159127
436,0.19676332539837058,0.04446228182559555
437,0.18838133319550954,0.042946209633402496
438,0.18082234546190074,0.041502724370877014
439,0.17415845673913208,0.04014768201388407
440,0.16846176156879153,0.0388969385382886
441,0.16373410002084926,0.03776634991995558
442,0.1596191923844087,0.03677177213474995
443,0.1556469401892173,0.035925493211622105
444,0.1513471977939601,0.035220887471668016
445,0.14624991494903242,0.034645085875036154
446,0.1400617778198899,0.03418521548086392
447,0.1330325303228715,0.03382840334828873
448,0.12551587771246087,0.033561776536447964
449,0.1178655268730874,0.03337246210447906
450,0.11044307787921778,0.03324758711151942
451,0.10363630168409607,0.03317427861670643
452,0.09783838610938164,0.03313966367917752
453,0.09338238602295917,0.033130869358070074
454,0.09021254780609819,0.03313502271252152
455,0.08811845965957311,0.03314049994749239
456,0.08688931415736348,0.0331440875252889
457,0.08631430387344877,0.03314604228285751
458,0.08618262138180852,0.033146631949180175
459,0.08628345925642222,0.03314612425323885
460,0.08640626708572406,0.033144786924015526
461,0.08639998215238158,0.03314288769049213
462,0.08624881074361075,0.03314069428165064
463,0.08595566282339308,0.03313847442647302
464,0.08552344835571003,0.03313649585394122
465,0.08495507730454313,0.03313500086105551
466,0.08425345963387385,0.033134021058348374
467,0.08342150530768364,0.03313348393604826
468,0.08246212428995404,0.033133316245871035
469,0.08137822654466649,0.03313344473953252
470,0.0801727220358025,0.033133796168748515
471,0.07884878928053775,0.033134297285234884
472,0.07742690040275718,0.03313487484070744
473,0.07595503433077731,0.03313545558688202
474,0.074483620127954,0.033135966275474465
475,0.0730630868576431,0.033136339265511995
476,0.0717438635832004,0.03313656470603786
477,0.07057637936798174,0.03313666679469445
478,0.06961106327534296,0.03313667016747895
479,0.06889834436863988,0.03313659946038855
480,0.0684863391891449,0.03313647930942043
481,0.06836072627375636,0.033136334350571756
482,0.06843912906426916,0.033136189219839726
483,0.06863573244826171,0.033136068478267416
484,0.0688647213133124,0.03313598728286578
485,0.06904028054699958,0.03313594234383501
486,0.06907659503690171,0.03313592822622025
487,0.06888784967059712,0.03313593949506666
488,0.06839117091941961,0.033135970715419356
489,0.06760824811550359,0.03313601645232352
490,0.06669119387052669,0.03313607127082428
